motif	region	region.gc	region.avgid	RNAphylo	RNAphylo.fdr	hmmpair	no.seq	alignment.len	avgid	no.bps	fraction.paired	expected.covary	observed.covary	alignment.power	fraction.covarying
K02707_downstream.fna.motif.h1_4	K02707_downstream	(0.4,0.44]	(46,54]	1.92	22.35294117647059	0	15	34	79.4	8	23.52941176470588	0.1	0	1.25	0
K02707_downstream.fna.motif.h1_5	K02707_downstream	(0.4,0.44]	(46,54]	7.21	4.705882352941177	0.328833	20	36	67.33	6	16.666666666666664	0.4	1	6.666666666666667	16.666666666666664
K02707_downstream.fna.motif.h2_1.h2_4	K02707_downstream	(0.4,0.44]	(46,54]	5.52	7.0588235294117645	0	20	120	75.19	27	22.5	2.4	0	8.88888888888889	0
K02707_downstream.fna.motif.h2_3.h2_5.h2_2	K02707_downstream	(0.4,0.44]	(46,54]	0.6	34.11764705882353	4.13739e-4	21	149	70.51	19	12.751677852348994	1.5	0	7.894736842105263	0
K02707_upstream.fna.motif.h1_1	K02707_upstream	(0.36,0.4]	(46,54]	7.6	8.333333333333332	0	28	35	82.96	11	31.428571428571427	0.1	1	0.9090909090909092	9.090909090909092
K02708_downstream.fna.motif.h1_3	K02708_downstream	(0.4,0.44]	(41,46]	0.01	78.87323943661973	0	15	36	76.22	6	16.666666666666664	0.3	1	5	16.666666666666664
K02708_downstream.fna.motif.h1_4	K02708_downstream	(0.4,0.44]	(41,46]	34.27	1.4084507042253522	2.95323	17	46	64.17	10	21.73913043478261	1.1	6	11.000000000000002	60
K02709_downstream.fna.motif.h1_1	K02709_downstream	(0.4,0.44]	(46,54]	60.03	1.1764705882352942	1.85487	55	42	63.19	6	14.285714285714285	0.7	3	11.666666666666666	50
K02709_downstream.fna.motif.h2_1	K02709_downstream	(0.4,0.44]	(46,54]	51.11	1.1764705882352942	8.41488e-7	47	50	64.44	8	16	1.6	3	20	37.5
K02709_upstream.fna.motif.h2_1	K02709_upstream	(0.4,0.44]	(54,63]	0.17	90	0	16	57	91.83	19	33.33333333333333	0.1	0	0.5263157894736842	0
K02709_upstream.fna.motif.h2_2	K02709_upstream	(0.4,0.44]	(54,63]	0.04	90	0	30	54	79	12	22.22222222222222	0.6	0	5	0
K02710_downstream.fna.motif.h1_1	K02710_downstream	(0.44,0.48]	(46,54]	13.22	10.81081081081081	0	21	37	81.12	9	24.324324324324326	0	0	0	0
K02710_upstream.fna.motif.h1_3	K02710_upstream	(0.44,0.48]	(46,54]	5.65	16.216216216216218	0.128758	27	45	73.78	10	22.22222222222222	0.7	0	6.999999999999999	0
K02711_downstream.fna.motif.h1_1	K02711_downstream	(0.4,0.44]	(46,54]	124.26	1.1764705882352942	4.25336	54	38	64.61	13	34.21052631578947	4.5	9	34.61538461538461	69.23076923076923
K02711_downstream.fna.motif.h2_1.h2_3.h1_4	K02711_downstream	(0.4,0.44]	(46,54]	7.82	4.705882352941177	0.875832	34	123	72.73	39	31.70731707317073	8.6	3	22.05128205128205	7.6923076923076925
K02711_downstream.fna.motif.h2_4.h2_5	K02711_downstream	(0.4,0.44]	(46,54]	0.18	48.23529411764706	0	32	113	84.84	30	26.548672566371685	2.1	0	7.000000000000001	0
K02711_upstream.fna.motif.h1_1	K02711_upstream	(0,0.36]	(46,54]	0.94	53.84615384615385	0	29	31	68.31	4	12.903225806451612	0.9	0	22.5	0
K02712_downstream.fna.motif.h1_1	K02712_downstream	(0.44,0.48]	(41,46]	3.98	12.5	1.9154	34	35	69.47	10	28.57142857142857	1.2	2	12	20
K02712_downstream.fna.motif.h2_4	K02712_downstream	(0.44,0.48]	(41,46]	0.04	62.5	1.94192	33	76	70.85	17	22.36842105263158	2	4	11.76470588235294	23.52941176470588
K02715_upstream.fna.motif.h1_4	K02715_upstream	(0.4,0.44]	(54,63]	0.08	90	0	24	45	73.91	11	24.444444444444443	1.1	0	10	0
K02715_upstream.fna.motif.h2_2	K02715_upstream	(0.4,0.44]	(54,63]	0.01	93.33333333333334	0	21	57	89.65	14	24.561403508771928	0.2	0	1.4285714285714286	0
K02715_upstream.fna.motif.h2_4	K02715_upstream	(0.4,0.44]	(54,63]	1.9	73.33333333333334	0	3	63	90.27	17	26.984126984126984	0	0	0	0
K02716_downstream.fna.motif.h1_1	K02716_downstream	(0.4,0.44]	(46,54]	196.32	1.1764705882352942	2.15491	84	40	60.16	9	22.5	3.9	8	43.333333333333336	88.88888888888889
K02716_downstream.fna.motif.h1_2	K02716_downstream	(0.4,0.44]	(46,54]	53.86	1.1764705882352942	2.24467	84	39	61.7	12	30.76923076923077	4.9	7	40.833333333333336	58.333333333333336
K02716_downstream.fna.motif.h1_3	K02716_downstream	(0.4,0.44]	(46,54]	203.32	1.1764705882352942	4.20674	78	30	60.72	8	26.666666666666668	3.5	6	43.75	75
K02716_downstream.fna.motif.h1_4	K02716_downstream	(0.4,0.44]	(46,54]	132.63	1.1764705882352942	2.12586	75	33	63.74	10	30.303030303030305	3	5	30	50
K02716_downstream.fna.motif.h1_5	K02716_downstream	(0.4,0.44]	(46,54]	185.32	1.1764705882352942	2.82205	76	33	65.22	8	24.242424242424242	1.8	5	22.5	62.5
K02716_upstream.fna.motif.h1_1	K02716_upstream	(0.4,0.44]	(46,54]	7.14	4.705882352941177	0.44259	15	33	90.76	10	30.303030303030305	0.1	0	1	0
K02716_upstream.fna.motif.h1_2	K02716_upstream	(0.4,0.44]	(46,54]	0.37	40	0	13	35	66.75	8	22.857142857142858	0.2	0	2.5	0
K02716_upstream.fna.motif.h1_3	K02716_upstream	(0.4,0.44]	(46,54]	11.87	3.5294117647058822	0.50762	20	36	80.63	11	30.555555555555557	0.4	1	3.6363636363636367	9.090909090909092
K02716_upstream.fna.motif.h1_4.h2_2	K02716_upstream	(0.4,0.44]	(46,54]	20.88	1.1764705882352942	0.299838	23	84	85.69	31	36.904761904761905	0.5	0	1.6129032258064515	0
K02716_upstream.fna.motif.h1_5	K02716_upstream	(0.4,0.44]	(46,54]	5.87	7.0588235294117645	0.225445	15	66	79.44	16	24.242424242424242	0.3	1	1.875	6.25
K02717_downstream.fna.motif.h1_2.h1_5	K02717_downstream	(0.4,0.44]	(46,54]	3.19	14.117647058823529	0	30	73	84.08	12	16.43835616438356	0.6	0	5	0
K02717_downstream.fna.motif.h1_4.h2_3	K02717_downstream	(0.4,0.44]	(46,54]	5.27	7.0588235294117645	0.97865	33	93	76.52	10	10.75268817204301	1.6	0	16	0
K02717_downstream.fna.motif.h2_1	K02717_downstream	(0.4,0.44]	(46,54]	5.31	7.0588235294117645	0	31	86	85.33	21	24.418604651162788	1.5	0	7.142857142857142	0
K02717_upstream.fna.motif.h1_1	K02717_upstream	(0.4,0.44]	(41,46]	2.63	29.577464788732396	0.0282571	18	39	79.55	11	28.205128205128204	0.4	1	3.6363636363636367	9.090909090909092
K02717_upstream.fna.motif.h1_2	K02717_upstream	(0.4,0.44]	(41,46]	0.01	78.87323943661973	0	18	30	88.15	3	10	0.1	0	3.3333333333333335	0
K02717_upstream.fna.motif.h1_3	K02717_upstream	(0.4,0.44]	(41,46]	20.86	1.4084507042253522	0	42	32	76.85	6	18.75	1.2	0	20	0
K02717_upstream.fna.motif.h1_5.h2_1.h2_2.h2_4.h1_4	K02717_upstream	(0.4,0.44]	(41,46]	10	2.8169014084507045	0.944958	58	254	65.84	31	12.204724409448819	6.4	0	20.64516129032258	0
K02717_upstream.fna.motif.h2_3	K02717_upstream	(0.4,0.44]	(41,46]	9.42	5.633802816901409	0	47	38	73.7	4	10.526315789473683	0.6	0	15	0
K02718_downstream.fna.motif.h1_1	K02718_downstream	(0.36,0.4]	(54,63]	39.6	10	4.83835	22	40	71.65	14	35	1	4	7.142857142857142	28.57142857142857
K02718_downstream.fna.motif.h1_2	K02718_downstream	(0.36,0.4]	(54,63]	0.24	60	0	22	37	78.42	5	13.513513513513514	0.1	1	2	20
K02718_downstream.fna.motif.h1_4	K02718_downstream	(0.36,0.4]	(54,63]	50.97	10	3.9807	22	53	65.48	16	30.18867924528302	1.2	3	7.5	18.75
K02718_downstream.fna.motif.h2_1	K02718_downstream	(0.36,0.4]	(54,63]	39.13	10	4.95781	22	58	61.26	14	24.137931034482758	1.1	3	7.8571428571428585	21.428571428571427
K02718_downstream.fna.motif.h2_2	K02718_downstream	(0.36,0.4]	(54,63]	0.03	80	0	23	54	77.67	10	18.51851851851852	0.8	0	8	0
K02718_downstream.fna.motif.h2_4	K02718_downstream	(0.36,0.4]	(54,63]	39.7	10	3.979	22	77	59.27	15	19.480519480519483	1.5	3	10	20
K02718_downstream.fna.motif.h2_5	K02718_downstream	(0.36,0.4]	(54,63]	0.09	70	0	23	54	75.67	5	9.25925925925926	0.1	0	2	0
K02722_downstream.fna.motif.h1_1	K02722_downstream	(0.4,0.44]	(54,63]	4.17	53.333333333333336	0	14	35	80.88	10	28.57142857142857	0.1	0	1	0
K02722_downstream.fna.motif.h1_2	K02722_downstream	(0.4,0.44]	(54,63]	0.15	90	0.180061	24	38	87.61	5	13.157894736842104	0.2	1	4	20
K02722_downstream.fna.motif.h2_1	K02722_downstream	(0.4,0.44]	(54,63]	0.12	90	0.00608161	26	63	84.81	4	6.349206349206349	0.2	0	5	0
K02722_upstream.fna.motif.h1_2.h2_1	K02722_upstream	(0.4,0.44]	(46,54]	0.02	75.29411764705883	0	108	59	67.21	8	13.559322033898304	2.7	0	33.75	0
K02722_upstream.fna.motif.h1_3	K02722_upstream	(0.4,0.44]	(46,54]	0.26	47.05882352941177	0.973847	25	47	82.69	14	29.78723404255319	1.1	1	7.8571428571428585	7.142857142857142
K02722_upstream.fna.motif.h1_4	K02722_upstream	(0.4,0.44]	(46,54]	1.12	27.058823529411764	0	17	37	86.9	7	18.91891891891892	0	0	0	0
K02722_upstream.fna.motif.h1_5	K02722_upstream	(0.4,0.44]	(46,54]	0.1	56.470588235294116	0	11	52	88.25	11	21.153846153846153	0	0	0	0
K02722_upstream.fna.motif.h2_4.h2_5.h2_2	K02722_upstream	(0.4,0.44]	(46,54]	0.03	67.05882352941177	0	127	185	60.31	20	10.81081081081081	9.7	0	48.5	0
K02723_downstream.fna.motif.h1_1	K02723_downstream	(0.44,0.48]	(35,41]	89.8	50	3.96857	20	42	62.59	14	33.33333333333333	1.5	4	10.714285714285714	28.57142857142857
K02723_downstream.fna.motif.h2_3	K02723_downstream	(0.44,0.48]	(35,41]	107.49	50	7.18008	23	78	48.34	19	24.358974358974358	4.1	9	21.57894736842105	47.368421052631575
K02723_upstream.fna.motif.h1_2	K02723_upstream	(0.36,0.4]	(46,54]	0.11	50	0.0856023	3	32	93.75	8	25	0	1	0	12.5
K02723_upstream.fna.motif.h2_2	K02723_upstream	(0.36,0.4]	(46,54]	0.1	52.77777777777778	0.0313036	19	61	84.07	12	19.672131147540984	0.1	0	0.8333333333333334	0
K02724_upstream.fna.motif.h1_1	K02724_upstream	(0.4,0.44]	(46,54]	0.01	78.82352941176471	0	11	32	83.39	4	12.5	0.1	0	2.5	0
K02724_upstream.fna.motif.h1_2	K02724_upstream	(0.4,0.44]	(46,54]	0.07	58.82352941176471	0	13	35	87.6	8	22.857142857142858	0.1	0	1.25	0
K02724_upstream.fna.motif.h1_4	K02724_upstream	(0.4,0.44]	(46,54]	0.02	75.29411764705883	0.378097	15	53	84.91	15	28.30188679245283	0.2	0	1.3333333333333335	0
K02724_upstream.fna.motif.h2_1	K02724_upstream	(0.4,0.44]	(46,54]	0.6	34.11764705882353	0	23	67	86.79	15	22.388059701492537	0	0	0	0
K02724_upstream.fna.motif.h2_3	K02724_upstream	(0.4,0.44]	(46,54]	0.01	78.82352941176471	0	18	55	84.7	5	9.090909090909092	0.1	0	2	0
K02825_downstream.fna.motif.h1_4	K02825_downstream	(0.4,0.44]	(35,41]	0.46	25	0	18	34	90.08	9	26.47058823529412	0	1	0	11.11111111111111
K02825_downstream.fna.motif.h2_3	K02825_downstream	(0.4,0.44]	(35,41]	2.27	12.5	0	25	59	79.28	5	8.47457627118644	0.3	0	6	0
K02825_upstream.fna.motif.h1_1	K02825_upstream	(0.4,0.44]	(41,46]	0.9	36.61971830985916	0.113411	24	46	85.99	13	28.26086956521739	0.2	0	1.5384615384615385	0
K02834_downstream.fna.motif.h1_1	K02834_downstream	(0.36,0.4]	(35,41]	33.22	5.88235294117647	1.89513	24	37	73.84	10	27.027027027027028	0.3	0	3	0
K02834_downstream.fna.motif.h2_1.h2_2	K02834_downstream	(0.36,0.4]	(35,41]	34.84	5.88235294117647	3.80595	24	76	63.38	13	17.105263157894736	1.1	1	8.461538461538462	7.6923076923076925
K02834_upstream.fna.motif.h1_2.h2_2	K02834_upstream	(0.4,0.44]	(46,54]	0.42	37.64705882352941	0.902566	43	103	66.02	13	12.62135922330097	3.3	0	25.384615384615383	0
K02834_upstream.fna.motif.h1_3	K02834_upstream	(0.4,0.44]	(46,54]	6.75	4.705882352941177	0	40	31	70.54	4	12.903225806451612	0.7	0	17.5	0
K02834_upstream.fna.motif.h2_3	K02834_upstream	(0.4,0.44]	(46,54]	8.28	4.705882352941177	0	48	109	62.58	18	16.51376146788991	5.6	0	31.11111111111111	0
K02835_downstream.fna.motif.h1_3	K02835_downstream	(0.4,0.44]	(41,46]	28.66	1.4084507042253522	0	61	52	74.09	16	30.76923076923077	3.1	0	19.375	0
K02835_upstream.fna.motif.h1_1	K02835_upstream	(0.36,0.4]	(54,63]	2.99	30	0	39	33	80.65	8	24.242424242424242	0.2	0	2.5	0
K02835_upstream.fna.motif.h1_2.h1_4	K02835_upstream	(0.36,0.4]	(54,63]	0.03	80	0	20	77	94.45	16	20.77922077922078	0	0	0	0
K02835_upstream.fna.motif.h1_3.h2_1.h1_5	K02835_upstream	(0.36,0.4]	(54,63]	5.33	10	4.55404e-5	20	120	89.51	31	25.833333333333336	0.4	0	1.2903225806451613	0
K02836_downstream.fna.motif.h1_3	K02836_downstream	(0.4,0.44]	(46,54]	26.09	1.1764705882352942	2.31121	15	51	44.56	14	27.450980392156865	3.5	9	25	64.28571428571429
K02836_upstream.fna.motif.h1_1	K02836_upstream	(0.4,0.44]	(46,54]	11.88	3.5294117647058822	0.999086	56	40	81.06	6	15	0.3	1	5	16.666666666666664
K02836_upstream.fna.motif.h1_3	K02836_upstream	(0.4,0.44]	(46,54]	9.14	4.705882352941177	0	32	42	77.12	7	16.666666666666664	0.2	0	2.857142857142857	0
K02836_upstream.fna.motif.h1_4.h2_1	K02836_upstream	(0.4,0.44]	(46,54]	15.87	2.3529411764705883	0	40	103	67.31	31	30.097087378640776	5.2	0	16.7741935483871	0
K02836_upstream.fna.motif.h1_5	K02836_upstream	(0.4,0.44]	(46,54]	0.19	48.23529411764706	0	24	35	79.57	5	14.285714285714285	0.2	0	4	0
K02836_upstream.fna.motif.h2_2.h2_3	K02836_upstream	(0.4,0.44]	(46,54]	4.9	7.0588235294117645	0.374927	47	144	69.68	11	7.638888888888889	1.4	0	12.727272727272727	0
K02836_upstream.fna.motif.h2_4	K02836_upstream	(0.4,0.44]	(46,54]	5.95	7.0588235294117645	0	46	66	61.57	6	9.090909090909092	1.4	0	23.333333333333332	0
K02844_downstream.fna.motif.h1_2	K02844_downstream	(0.36,0.4]	(46,54]	0.03	77.77777777777777	0	3	41	88.6	7	17.073170731707318	0	0	0	0
K02851_upstream.fna.motif.h1_2	K02851_upstream	(0.4,0.44]	(54,63]	8.66	23.333333333333336	0	29	34	85.7	9	26.47058823529412	0	0	0	0
K02851_upstream.fna.motif.h1_3	K02851_upstream	(0.4,0.44]	(54,63]	2.48	70	0	32	31	83.6	7	22.58064516129032	0.6	0	8.571428571428571	0
K02851_upstream.fna.motif.h2_1	K02851_upstream	(0.4,0.44]	(54,63]	134.88	3.3333333333333335	0	47	97	56.37	9	9.278350515463918	0.2	0	2.2222222222222223	0
K02860_downstream.fna.motif.h1_1	K02860_downstream	(0.4,0.44]	(35,41]	14.84	6.25	0	22	34	88.78	7	20.588235294117645	0.3	1	4.285714285714286	14.285714285714285
K02860_downstream.fna.motif.h1_4	K02860_downstream	(0.4,0.44]	(35,41]	0.05	56.25	0	19	44	88.04	3	6.8181818181818175	0.2	0	6.666666666666667	0
K02860_downstream.fna.motif.h1_5	K02860_downstream	(0.4,0.44]	(35,41]	33.27	6.25	0.972999	27	49	73.56	11	22.448979591836736	1.3	0	11.818181818181818	0
K02860_downstream.fna.motif.h2_1.h2_4.h1_3	K02860_downstream	(0.4,0.44]	(35,41]	0.02	75	9.9549e-7	28	161	85.42	34	21.11801242236025	2.8	0	8.235294117647058	0
K02860_downstream.fna.motif.h2_2.h2_3	K02860_downstream	(0.4,0.44]	(35,41]	14.37	6.25	0	28	163	89.21	37	22.699386503067483	1.7	0	4.594594594594594	0
K02860_upstream.fna.motif.h1_1	K02860_upstream	(0.4,0.44]	(46,54]	0.53	36.470588235294116	0.855446	27	31	80.39	6	19.35483870967742	0.2	1	3.3333333333333335	16.666666666666664
K02860_upstream.fna.motif.h1_5.h2_1	K02860_upstream	(0.4,0.44]	(46,54]	0.01	78.82352941176471	0	59	95	62.13	10	10.526315789473683	2.5	0	25	0
K02863_downstream.fna.motif.h1_1	K02863_downstream	(0.4,0.44]	(54,63]	64.7	3.3333333333333335	3.20462	162	58	70.6	7	12.068965517241379	2.1	3	30	42.857142857142854
K02863_downstream.fna.motif.h1_2	K02863_downstream	(0.4,0.44]	(54,63]	41.57	3.3333333333333335	1.71965	118	29	73.82	7	24.137931034482758	0.9	2	12.85714285714286	28.57142857142857
K02863_downstream.fna.motif.h1_4	K02863_downstream	(0.4,0.44]	(54,63]	14.7	16.666666666666668	0.0233324	33	47	68.95	19	40.42553191489361	2	4	10.526315789473683	21.052631578947366
K02863_downstream.fna.motif.h2_1.h2_4	K02863_downstream	(0.4,0.44]	(54,63]	111.22	3.3333333333333335	3.04887	180	149	51.36	12	8.053691275167784	5.5	4	45.83333333333333	33.33333333333333
K02863_downstream.fna.motif.h2_2.h2_3	K02863_downstream	(0.4,0.44]	(54,63]	50.35	3.3333333333333335	3.92783	171	95	58.25	10	10.526315789473683	3	3	30	30
K02863_upstream.fna.motif.h1_1.h1_3	K02863_upstream	(0.4,0.44]	(46,54]	156.55	1.1764705882352942	0.983808	180	61	60.85	9	14.754098360655737	3	5	33.33333333333333	55.55555555555556
K02874_downstream.fna.motif.h1_1	K02874_downstream	(0.4,0.44]	(46,54]	5.35	7.0588235294117645	0.990217	5	36	69.69	6	16.666666666666664	0	0	0	0
K02874_downstream.fna.motif.h2_1	K02874_downstream	(0.4,0.44]	(46,54]	4.64	8.23529411764706	1.09108	5	46	65.1	9	19.565217391304348	0.2	1	2.2222222222222223	11.11111111111111
K02876_upstream.fna.motif.h1_1	K02876_upstream	(0.36,0.4]	(41,46]	8.44	11.11111111111111	0	20	66	60.73	15	22.727272727272727	1.6	0	10.666666666666668	0
K02878_upstream.fna.motif.h1_1	K02878_upstream	(0.4,0.44]	(46,54]	22.79	1.1764705882352942	0	35	43	60.99	13	30.23255813953488	3.1	4	23.846153846153847	30.76923076923077
K02884_downstream.fna.motif.h1_1	K02884_downstream	(0.4,0.44]	(63,100]	14.6	14.285714285714285	0.92676	17	38	75.26	7	18.421052631578945	0.3	1	4.285714285714286	14.285714285714285
K02888_downstream.fna.motif.h1_1	K02888_downstream	(0,0.36]	(63,100]	0.03	80.48780487804878	3.09551e-5	15	32	86.61	6	18.75	0.1	0	1.6666666666666667	0
K02888_downstream.fna.motif.h1_3	K02888_downstream	(0,0.36]	(63,100]	0.07	63.41463414634146	0	19	33	82.53	8	24.242424242424242	0.3	0	3.75	0
K02888_downstream.fna.motif.h2_2.h2_4.h1_5.h2_1	K02888_downstream	(0,0.36]	(63,100]	0.06	63.41463414634146	0	24	173	85.57	36	20.809248554913296	1.6	0	4.444444444444445	0
K02888_downstream.fna.motif.h2_5	K02888_downstream	(0,0.36]	(63,100]	0.01	85.36585365853658	0	20	51	81.1	3	5.88235294117647	0.1	0	3.3333333333333335	0
K02888_upstream.fna.motif.h1_1	K02888_upstream	(0.4,0.44]	(46,54]	1.2	25.88235294117647	0	19	32	85.32	8	25	0	0	0	0
K02888_upstream.fna.motif.h1_4.h2_2	K02888_upstream	(0.4,0.44]	(46,54]	118.96	1.1764705882352942	3.04559	57	105	60.91	21	20	6.7	8	31.90476190476191	38.095238095238095
K02888_upstream.fna.motif.h1_5	K02888_upstream	(0.4,0.44]	(46,54]	0.03	67.05882352941177	0	23	51	84.9	11	21.568627450980394	0.3	0	2.727272727272727	0
K02888_upstream.fna.motif.h2_3	K02888_upstream	(0.4,0.44]	(46,54]	11.06	3.5294117647058822	1.98851	29	63	65.39	6	9.523809523809524	0.5	1	8.333333333333332	16.666666666666664
K02888_upstream.fna.motif.h2_4	K02888_upstream	(0.4,0.44]	(46,54]	7.35	4.705882352941177	0	31	83	83.55	24	28.915662650602407	2.5	0	10.416666666666668	0
K02897_downstream.fna.motif.h1_1	K02897_downstream	(0.4,0.44]	(46,54]	171.01	1.1764705882352942	3.13625	57	39	67.46	13	33.33333333333333	3	5	23.076923076923077	38.46153846153847
K02897_downstream.fna.motif.h1_2	K02897_downstream	(0.4,0.44]	(46,54]	48.86	1.1764705882352942	2.97027	54	29	72.34	10	34.48275862068966	1.9	0	19	0
K02897_downstream.fna.motif.h1_4	K02897_downstream	(0.4,0.44]	(46,54]	62.29	1.1764705882352942	2.97326	53	28	74.36	9	32.142857142857146	1	2	11.11111111111111	22.22222222222222
K02897_downstream.fna.motif.h2_1.h2_2	K02897_downstream	(0.4,0.44]	(46,54]	82.05	1.1764705882352942	3.23087	57	85	52.73	11	12.941176470588237	3.2	2	29.090909090909093	18.181818181818183
K02899_downstream.fna.motif.h1_3	K02899_downstream	(0.4,0.44]	(41,46]	0.03	67.60563380281691	0	38	39	75.64	6	15.384615384615385	0.5	0	8.333333333333332	0
K02899_downstream.fna.motif.h2_1.h2_3	K02899_downstream	(0.4,0.44]	(41,46]	0.05	64.7887323943662	0	43	78	69.26	10	12.82051282051282	1.4	0	13.999999999999998	0
K02899_downstream.fna.motif.h2_4	K02899_downstream	(0.4,0.44]	(41,46]	0.04	64.7887323943662	0	43	64	69.16	13	20.3125	2.8	0	21.538461538461537	0
K02899_upstream.fna.motif.h1_1	K02899_upstream	(0.36,0.4]	(54,63]	0.05	70	0	21	37	88.95	10	27.027027027027028	0.1	0	1	0
K02902_downstream.fna.motif.h1_1	K02902_downstream	(0.4,0.44]	(35,41]	36.71	6.25	5.79371	8	36	57.38	12	33.33333333333333	0.3	2	2.5	16.666666666666664
K02902_downstream.fna.motif.h1_4	K02902_downstream	(0.4,0.44]	(35,41]	16.35	6.25	2.96128	6	49	58.71	17	34.69387755102041	0.5	3	2.941176470588235	17.647058823529413
K02906_downstream.fna.motif.h1_1	K02906_downstream	(0.36,0.4]	(46,54]	4.86	11.11111111111111	0	47	89	60.06	7	7.865168539325842	1.8	1	25.71428571428572	14.285714285714285
K02906_upstream.fna.motif.h1_1	K02906_upstream	(0.44,0.48]	(41,46]	212.1	6.25	2.90815	117	35	64.68	12	34.285714285714285	5.6	7	46.666666666666664	58.333333333333336
K02906_upstream.fna.motif.h1_2	K02906_upstream	(0.44,0.48]	(41,46]	51.37	6.25	2.34645	51	46	70.76	16	34.78260869565217	3.4	6	21.25	37.5
K02906_upstream.fna.motif.h1_3	K02906_upstream	(0.44,0.48]	(41,46]	20.4	6.25	2.45632	30	39	81.65	14	35.8974358974359	0.5	1	3.571428571428571	7.142857142857142
K02906_upstream.fna.motif.h1_4.h2_4	K02906_upstream	(0.44,0.48]	(41,46]	3.56	12.5	0	39	62	68.52	11	17.741935483870968	1.8	0	16.363636363636363	0
K02906_upstream.fna.motif.h1_5	K02906_upstream	(0.44,0.48]	(41,46]	7.86	6.25	0.232763	25	63	84.65	20	31.746031746031743	0.3	0	1.5	0
K02906_upstream.fna.motif.h2_1	K02906_upstream	(0.44,0.48]	(41,46]	143.83	6.25	10.6528	55	87	60.04	26	29.88505747126437	7.3	12	28.076923076923077	46.15384615384615
K02906_upstream.fna.motif.h2_2	K02906_upstream	(0.44,0.48]	(41,46]	147.33	6.25	2.71168	123	51	57.67	11	21.568627450980394	5.4	6	49.09090909090909	54.54545454545454
K02906_upstream.fna.motif.h2_3	K02906_upstream	(0.44,0.48]	(41,46]	0.03	62.5	2.49721	29	41	71.67	13	31.70731707317073	2	2	15.384615384615385	15.384615384615385
K02906_upstream.fna.motif.h2_5	K02906_upstream	(0.44,0.48]	(41,46]	303.53	6.25	2.40609	153	51	51.68	15	29.411764705882355	9.4	10	62.66666666666667	66.66666666666666
K02909_downstream.fna.motif.h1_1	K02909_downstream	(0.36,0.4]	(41,46]	30.97	11.11111111111111	5.72055	6	34	66.18	13	38.23529411764706	0.1	1	0.7692307692307693	7.6923076923076925
K02909_downstream.fna.motif.h2_1	K02909_downstream	(0.36,0.4]	(41,46]	12.59	11.11111111111111	4.39831	7	83	49.11	22	26.506024096385545	1.2	4	5.454545454545454	18.181818181818183
K02911_downstream.fna.motif.h1_2	K02911_downstream	(0.4,0.44]	(35,41]	1.13	18.75	0	28	35	76.46	4	11.428571428571429	0.8	0	20	0
K02911_downstream.fna.motif.h1_3	K02911_downstream	(0.4,0.44]	(35,41]	0.27	37.5	0	24	37	82.42	10	27.027027027027028	0.5	0	5	0
K02911_downstream.fna.motif.h1_4	K02911_downstream	(0.4,0.44]	(35,41]	0.01	75	0	25	44	84.27	10	22.727272727272727	0.4	0	4	0
K02911_downstream.fna.motif.h2_3	K02911_downstream	(0.4,0.44]	(35,41]	0.02	75	0	35	63	79.88	12	19.047619047619047	1.6	0	13.333333333333334	0
K02911_upstream.fna.motif.h1_4	K02911_upstream	(0.4,0.44]	(46,54]	0.01	78.82352941176471	0.00211304	22	42	83.92	8	19.047619047619047	0.5	0	6.25	0
K02911_upstream.fna.motif.h1_5.h2_4	K02911_upstream	(0.4,0.44]	(46,54]	0.01	78.82352941176471	0	58	84	61.08	14	16.666666666666664	4.7	0	33.57142857142858	0
K02911_upstream.fna.motif.h2_1.h2_2.h2_3	K02911_upstream	(0.4,0.44]	(46,54]	0.16	49.411764705882355	0.448997	31	193	89.55	45	23.316062176165804	0.8	1	1.7777777777777777	2.2222222222222223
K02913_downstream.fna.motif.h1_1	K02913_downstream	(0.36,0.4]	(46,54]	0.99	27.77777777777778	0	3	35	93.33	9	25.71428571428571	0	0	0	0
K02913_downstream.fna.motif.h1_3	K02913_downstream	(0.36,0.4]	(46,54]	0.09	58.33333333333333	0	3	47	92.91	7	14.893617021276595	0	0	0	0
K02913_upstream.fna.motif.h1_2	K02913_upstream	(0.4,0.44]	(41,46]	0.93	36.61971830985916	0	16	33	88.49	12	36.36363636363637	0	0	0	0
K02913_upstream.fna.motif.h1_3	K02913_upstream	(0.4,0.44]	(41,46]	0.05	64.7887323943662	0	11	33	91.98	10	30.303030303030305	0	0	0	0
K02913_upstream.fna.motif.h1_5.h2_1	K02913_upstream	(0.4,0.44]	(41,46]	0.01	78.87323943661973	0	47	92	62.28	18	19.565217391304348	5.2	1	28.888888888888893	5.555555555555555
K02913_upstream.fna.motif.h2_2	K02913_upstream	(0.4,0.44]	(41,46]	1.63	33.802816901408455	0	28	74	87.67	21	28.37837837837838	0.8	0	3.8095238095238098	0
K02913_upstream.fna.motif.h2_4	K02913_upstream	(0.4,0.44]	(41,46]	1.72	30.985915492957748	9.00505e-4	51	89	62.4	11	12.359550561797752	4.1	0	37.272727272727266	0
K02916_upstream.fna.motif.h1_3	K02916_upstream	(0.4,0.44]	(41,46]	0.15	53.521126760563384	0	44	35	75.29	11	31.428571428571427	1.5	1	13.636363636363635	9.090909090909092
