motif	category	tax.bio	kingdom	phylum	class	order	family	genus	species
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	1471522.SAMN02671393	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471522 Prochlorococcus sp. scB245a_520K10
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	1961094.SAMN06345454	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1961094 Prochlorococcus sp. HOT208_60m_813O14
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	1471463.SAMN02671334	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471463 Prochlorococcus sp. scB241_529C4
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	1471508.SAMN02671379	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471508 Prochlorococcus sp. scB245a_518O7
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	93060.SAMN02598410	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	167546.SAMN02603288	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	1471501.SAMN02671372	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471501 Prochlorococcus sp. scB245a_518A17
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	1219.SAMEA3368577	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	1471469.SAMN02671340	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471469 Prochlorococcus sp. scB243_495D8
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	1219.SAMEA3368574	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	1471459.SAMN02671330	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471459 Prochlorococcus sp. scB241_528O2
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	59921.SAMN02769552	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	74546.SAMN02598321	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	59919.SAMEA3138209	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	167542.SAMN02603924	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	1501269.SAMN02769563	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1501269 Prochlorococcus sp. MIT 0801
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	59920.SAMN00623057	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	313625.SAMN02436154	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	313625 Synechococcus sp. BL107
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	316279.SAMN02598312	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	316279 Synechococcus sp. CC9902
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	84588.SAMEA3138327	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	84588 Synechococcus sp. WH 8102
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	221359.SAMN02436107	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	221359 Synechococcus sp. RS9916
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	110663.SAMN02597268	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	110663 Synechococcus sp. CC9616
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	1280380.SAMN02202183	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	1280380 Synechococcus sp. KORDI-100
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	585425.SAMN02202185	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	585425 Synechococcus sp. KORDI-52
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	166314.SAMN02436260	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	166314 Synechococcus sp. WH 8109
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	110662.SAMN02598311	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	110662 Synechococcus sp. CC9605
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	221360.SAMN02436139	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	221360 Synechococcus sp. RS9917
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	1801629.SAMN04490775	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	1801629 Synechococcus sp. MIT S9508
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	1801630.SAMN04490776	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	1801630 Synechococcus sp. MIT S9509
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	59931.SAMN02436160	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	59931 Synechococcus sp. WH 7805
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	32051.SAMEA3138264	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	32051 Synechococcus sp. WH 7803
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	166318.SAMN02261394	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	166318 Synechococcus sp. WH 8016
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	32052.SAMN03436066	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	32052 Synechococcus sp. WH 8020
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	64471.SAMN02604031	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	64471 Synechococcus sp. CC9311
K02990_upstream.fna.motif.h1_2.h2_1	Conserved sequence (low covariation and power)	59922.SAMN02603917	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	497965.SAMN00000663	2 Bacteria	1117 Cyanobacteria	NA	1150 Oscillatoriales	1892249 Cyanothecaceae	43988 Cyanothece	497965 Cyanothece sp. PCC 7822
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	167550.SAMN02769560	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	93060.SAMN02598410	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	74545.SAMN02769556	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	93057.SAMN02769555	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1471456.SAMN02671327	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471456 Prochlorococcus sp. scB241_528N17
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1471508.SAMN02671379	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471508 Prochlorococcus sp. scB245a_518O7
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1471463.SAMN02671334	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471463 Prochlorococcus sp. scB241_529C4
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1961094.SAMN06345454	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1961094 Prochlorococcus sp. HOT208_60m_813O14
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	167546.SAMN02603288	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	167548.SAMN02769558	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	59926.SAMN02769562	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1471522.SAMN02671393	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471522 Prochlorococcus sp. scB245a_520K10
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	59921.SAMN02769552	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1924286.SAMN06061932	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1924286 Prochlorococcus sp. RS01
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	74546.SAMN02598321	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1471459.SAMN02671330	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471459 Prochlorococcus sp. scB241_528O2
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	167542.SAMN02603924	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	59919.SAMEA3138209	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1041939.SAMN02954344	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1041938.SAMN02954344	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1615909.SAMD00025579	2 Bacteria	1117 Cyanobacteria	NA	1118 Chroococcales	1890464 Chroococcaceae	669357 Geminocystis	1615909 Geminocystis sp. NIES-3708
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1137095.SAMN05890690	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1182 Scytonemataceae	1203 Scytonema	1137095 Scytonema sp. HK-05
K03168_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1479485.SAMN02697214	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	119859 Tolypothrichaceae	111782 Tolypothrix	1246981 Tolypothrix bouteillei
K03168_upstream.fna.motif.h2_4	High power (low covariation)	1501269.SAMN02769563	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1501269 Prochlorococcus sp. MIT 0801
K03168_upstream.fna.motif.h2_4	High power (low covariation)	59920.SAMN00623057	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h2_4	High power (low covariation)	1499499.SAMN02769567	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1499499 Prochlorococcus sp. MIT 0602
K03168_upstream.fna.motif.h2_4	High power (low covariation)	167539.SAMN02603142	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h2_4	High power (low covariation)	1219.SAMEA3368576	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h2_4	High power (low covariation)	167550.SAMN02769560	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h2_4	High power (low covariation)	74545.SAMN02769556	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h2_4	High power (low covariation)	93057.SAMN02769555	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h2_4	High power (low covariation)	1471456.SAMN02671327	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471456 Prochlorococcus sp. scB241_528N17
K03168_upstream.fna.motif.h2_4	High power (low covariation)	1471463.SAMN02671334	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471463 Prochlorococcus sp. scB241_529C4
K03168_upstream.fna.motif.h2_4	High power (low covariation)	1471493.SAMN02671364	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471493 Prochlorococcus sp. scB243_498I20
K03168_upstream.fna.motif.h2_4	High power (low covariation)	167546.SAMN02603288	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h2_4	High power (low covariation)	167548.SAMN02769558	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h2_4	High power (low covariation)	59926.SAMN02769562	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h2_4	High power (low covariation)	1471522.SAMN02671393	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471522 Prochlorococcus sp. scB245a_520K10
K03168_upstream.fna.motif.h2_4	High power (low covariation)	59921.SAMN02769552	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h2_4	High power (low covariation)	1924286.SAMN06061932	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1924286 Prochlorococcus sp. RS01
K03168_upstream.fna.motif.h2_4	High power (low covariation)	74546.SAMN02598321	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h2_4	High power (low covariation)	1471459.SAMN02671330	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471459 Prochlorococcus sp. scB241_528O2
K03168_upstream.fna.motif.h2_4	High power (low covariation)	167542.SAMN02603924	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h2_4	High power (low covariation)	59919.SAMEA3138209	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h2_4	High power (low covariation)	1041939.SAMN02954344	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h2_4	High power (low covariation)	1041938.SAMN02954344	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h2_4	High power (low covariation)	1499498.SAMN02769566	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1499498 Prochlorococcus sp. MIT 0601
K03168_upstream.fna.motif.h2_4	High power (low covariation)	93059.SAMN00622972	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K03168_upstream.fna.motif.h2_4	High power (low covariation)	110663.SAMN02597268	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	110663 Synechococcus sp. CC9616
K03168_upstream.fna.motif.h2_4	High power (low covariation)	585423.SAMN02202184	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	585423 Synechococcus sp. KORDI-49
K03168_upstream.fna.motif.h2_4	High power (low covariation)	292564.SAMN02261330	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	167375 Cyanobium	59930 Cyanobium gracile
K03168_upstream.fna.motif.h2_4	High power (low covariation)	232363.SAMN00010406	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	232363 Synechococcus sp. CB0205
K03168_upstream.fna.motif.h2_4	High power (low covariation)	329726.SAMN02604308	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890429 Acaryochloridaceae	155977 Acaryochloris	155978 Acaryochloris marina
K03168_upstream.fna.motif.h2_4	High power (low covariation)	1922337.SAMN06074267	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890438 Leptolyngbyaceae	47251 Leptolyngbya	1922337 Leptolyngbya sp. 'hensonii'
K03168_upstream.fna.motif.h2_4	High power (low covariation)	373994.SAMN02232049	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1185 Rivulariaceae	373984 Rivularia	373994 Rivularia sp. PCC 7116
K03183_upstream.fna.motif.h1_4	High covariation	459495.SAMN02470135	2 Bacteria	1117 Cyanobacteria	NA	1150 Oscillatoriales	1892252 Microcoleaceae	35823 Arthrospira	118562 Arthrospira platensis
K03183_upstream.fna.motif.h1_4	High covariation	1173028.SAMN02261253	2 Bacteria	1117 Cyanobacteria	NA	1150 Oscillatoriales	1892254 Oscillatoriaceae	1158 Oscillatoria	1173028 Oscillatoria sp. PCC 10802
K03183_upstream.fna.motif.h1_4	High covariation	129961.SAMN02744077	2 Bacteria	1117 Cyanobacteria	NA	1890443 Spirulinales	1890448 Spirulinaceae	1154 Spirulina	270636 Spirulina major
K03183_upstream.fna.motif.h1_4	High covariation	1173029.SAMN02261255	2 Bacteria	1117 Cyanobacteria	NA	1890443 Spirulinales	1890448 Spirulinaceae	1154 Spirulina	54311 Spirulina subsalsa
K03183_upstream.fna.motif.h1_4	High covariation	582515.SAMN02470146	2 Bacteria	1117 Cyanobacteria	NA	1118 Chroococcales	1890450 Aphanothecaceae	582491 Rubidibacter	582514 Rubidibacter lacunae
K03183_upstream.fna.motif.h1_4	High covariation	1497020.SAMN02725026	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890438 Leptolyngbyaceae	1501143 Neosynechococcus	1501145 Neosynechococcus sphagnicola
K03183_upstream.fna.motif.h1_4	High covariation	111611.SAMN04267304	2 Bacteria	1117 Cyanobacteria	NA	1150 Oscillatoriales	1892251 Coleofasciculaceae	63132 Geitlerinema	111611 Geitlerinema sp. PCC 9228
K03183_upstream.fna.motif.h1_4	High covariation	864702.SAMN02261267	2 Bacteria	1117 Cyanobacteria	NA	1150 Oscillatoriales	NA	NA	864702 Oscillatoriales cyanobacterium JSC-12
K03183_upstream.fna.motif.h1_4	High covariation	251229.SAMN02261359	2 Bacteria	1117 Cyanobacteria	NA	1890505 Chroococcidiopsidales	1890528 Chroococcidiopsidaceae	54298 Chroococcidiopsis	54299 Chroococcidiopsis thermalis
K03183_upstream.fna.motif.h1_4	High covariation	1165094.SAMEA2272692	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	98443 Richelia	1164990 Richelia intracellularis
K03183_upstream.fna.motif.h1_4	High covariation	1337936.SAMN02909965	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1185 Rivulariaceae	1186 Calothrix	1337936 Calothrix sp. 336/3
K03183_upstream.fna.motif.h1_4	High covariation	1618023.SAMN03354289	2 Bacteria	1117 Cyanobacteria	NA	1890505 Chroococcidiopsidales	1890528 Chroococcidiopsidaceae	1827277 Aliterella	1827278 Aliterella atlantica
K03183_upstream.fna.motif.h1_4	High covariation	1469607.SAMN00203911	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	119859 Tolypothrichaceae	111782 Tolypothrix	379535 [Scytonema hofmanni] UTEX B 1581
K03183_upstream.fna.motif.h1_4	High covariation	1173021.SAMN02261344	2 Bacteria	1117 Cyanobacteria	NA	NA	NA	NA	1173021 cyanobacterium PCC 7702
K03183_upstream.fna.motif.h1_4	High covariation	1173023.SAMN02441755	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1892263 Hapalosiphonaceae	1190 Fischerella	1173023 Fischerella sp. PCC 9431
K03183_upstream.fna.motif.h1_4	High covariation	306281.SAMN02469884	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1892263 Hapalosiphonaceae	1190 Fischerella	92938 Fischerella muscicola
K03183_upstream.fna.motif.h1_4	High covariation	1173024.SAMN02597161	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1892263 Hapalosiphonaceae	1190 Fischerella	1173024 Fischerella sp. PCC 9605
K03183_upstream.fna.motif.h1_4	High covariation	533240.SAMN05182239	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1892259 Aphanizomenonaceae	77021 Cylindrospermopsis	77022 Cylindrospermopsis raciborskii
K03183_upstream.fna.motif.h1_4	High covariation	533247.SAMN02470244	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1892259 Aphanizomenonaceae	244599 Raphidiopsis	668331 Raphidiopsis brookii
K03183_upstream.fna.motif.h1_4	High covariation	1853259.SAMN05208169	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	264688 Trichormus	1853259 Trichormus sp. NMC-1
K03183_upstream.fna.motif.h1_4	High covariation	163908.SAMN02261341	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	1163 Anabaena	163908 Anabaena sp. PCC 7108
K03183_upstream.fna.motif.h1_4	High covariation	398007.SAMN02471998	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1892259 Aphanizomenonaceae	748770 Dolichospermum	109265 Dolichospermum circinale
K03183_upstream.fna.motif.h1_4	High covariation	1647413.SAMN03568000	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	1163 Anabaena	1647413 Anabaena sp. WA102
K03183_upstream.fna.motif.h1_4	High covariation	46234.SAMN02604187	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	1163 Anabaena	46234 Anabaena sp. 90
K03183_upstream.fna.motif.h1_4	High covariation	551115.SAMN02598476	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	264688 Trichormus	1164 Trichormus azollae
K03183_upstream.fna.motif.h1_4	High covariation	272123.SAMN02232008	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	1163 Anabaena	1165 Anabaena cylindrica
K03183_upstream.fna.motif.h1_4	High covariation	56107.SAMN02261342	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	56106 Cylindrospermum	142864 Cylindrospermum stagnale
